"identifier","date","borough","block","lot","bldg_number_start","bldg_number_end","side_of_street","street_name","address","condition","coordinates","is_outtake","deleted"
nynyma_rec0040_4_10885_0007_w4.jpg,"1939-1941",Queens,10885,7.00,"19101","19101",false,"191 Street","19101 191 Street",,,false,true
nynyma_rec0040_4_10888_0027_w4.jpg,"1939-1941",Queens,10888,27.00,"10441","10441",false,"194 Street","10441 194 Street",,,false,true
nynyma_rec0040_4_10892_0020_w4.jpg,"1939-1941",Queens,10892,20.00,"10420","10420",true,"197 Street","10420 197 Street",,,false,true
nynyma_rec0040_4_10873_0016_w4.jpg,"1939-1941",Queens,10873,16.00,"10022","10022",true,Francis Lewis Boulevard,"10022 Francis Lewis Boulevard",,,false,true
nynyma_rec0040_4_10884_0010_w4.jpg,"1939-1941",Queens,10884,10.00,"10543","10543",false,Farmers Boulevard,"10543 Farmers Boulevard",,,false,true
nynyma_rec0040_4_10885_0036_w4.jpg,"1939-1941",Queens,10885,36.00,"10512","10512",true,"192 Street","10512 192 Street",,,false,true
nynyma_rec0040_4_10879_0004_w4.jpg,"1939-1941",Queens,10879,4.00,"21108","21108",true,"99 Avenue","21108 99 Avenue",,,false,true
nynyma_rec0040_4_10883_0006_w4.jpg,"1939-1941",Queens,10883,6.00,"19209","19209",false,"105 Avenue","19209 105 Avenue",,,false,true
nynyma_rec0040_4_10886_0015_w4.jpg,"1939-1941",Queens,10886,15.00,"10515","10515",false,"192 Street","10515 192 Street",,,false,true
nynyma_rec0040_4_10887_0050_w4.jpg,"1939-1941",Queens,10887,50.00,"10446","10446",true,"194 Street","10446 194 Street",,,false,true
nynyma_rec0040_4_10887_0149_w4.jpg,"1939-1941",Queens,10887,149.00,"10432","10432",true,"194 Street","10432 194 Street",,,false,true
nynyma_rec0040_4_10887_0018_w4.jpg,"1939-1941",Queens,10887,18.00,"10505","10505",false,"193 Street","10505 193 Street",,,false,true
nynyma_rec0040_4_10892_0022b_w4.jpg,"1939-1941",Queens,10892,22.00,"10432","10432",true,"197 Street","10432 197 Street",,,false,true
nynyma_rec0040_4_10901_0018_w4.jpg,"1939-1941",Queens,10901,18.00,"10924","10924",true,"202 Street","10924 202 Street",,,false,true
nynyma_rec0040_4_10902_0036_w4.jpg,"1939-1941",Queens,10902,36.00,"20203","20203",false,"109 Avenue","20203 109 Avenue",,,false,true
nynyma_rec0040_4_10902_0037_w4.jpg,"1939-1941",Queens,10902,37.00,"20201","20201",false,"109 Avenue","20201 109 Avenue",,,false,true
nynyma_rec0040_4_10901_0040_w4.jpg,"1939-1941",Queens,10901,40.00,"10929","10929",false,"201 Street","10929 201 Street",,,false,true
nynyma_rec0040_4_10901_0045_w4.jpg,"1939-1941",Queens,10901,45.00,"10919","10919",false,"201 Street","10919 201 Street",,,false,true
nynyma_rec0040_4_10903_0039_w4.jpg,"1939-1941",Queens,10903,39.00,"10437","10437",false,"203 Street","10437 203 Street",,,false,true
nynyma_rec0040_4_10902_0024_w4.jpg,"1939-1941",Queens,10902,24.00,"10432","10432",true,"203 Street","10432 203 Street",,,false,true
nynyma_rec0040_4_10903_0036_w4.jpg,"1939-1941",Queens,10903,36.00,"10445","10445",false,"203 Street","10445 203 Street",,,false,true
nynyma_rec0040_4_10904_0047_w4.jpg,"1939-1941",Queens,10904,47.00,"10417","10417",false,"204 Street","10417 204 Street",,,false,true
nynyma_rec0040_4_10904_0016_w4.jpg,"1939-1941",Queens,10904,16.00,"10420","10420",true,"205 Street","10420 205 Street",,,false,true
nynyma_rec0040_4_10904_0044_w4.jpg,"1939-1941",Queens,10904,44.00,"10423","10423",false,"204 Street","10423 204 Street",,,false,true
nynyma_rec0040_4_10908_0020_w4.jpg,"1939-1941",Queens,10908,20.00,"10428","10428",true,"205 Place","10428 205 Place",,,false,true
nynyma_rec0040_4_10908_0022_w4.jpg,"1939-1941",Queens,10908,22.00,"10432","10432",true,"205 Place","10432 205 Place",,,false,true
nynyma_rec0040_4_10908_0030_w4.jpg,"1939-1941",Queens,10908,30.00,"20515","20515",false,"109 Avenue","20515 109 Avenue",,,false,true
nynyma_rec0040_4_10908_0049_w4.jpg,"1939-1941",Queens,10908,49.00,"10419","10419",false,"205 Street","10419 205 Street",,,false,true
nynyma_rec0040_4_10910_0022_w4.jpg,"1939-1941",Queens,10910,22.00,"10432","10432",true,"207 Street","10432 207 Street",,,false,true
nynyma_rec0040_4_10909_0001_w4.jpg,"1939-1941",Queens,10909,1.00,"20528","20528",true,"104 Avenue","20528 104 Avenue",,,false,true
nynyma_rec0040_4_10909_0037_w4.jpg,"1939-1941",Queens,10909,37.00,"10441","10441",false,"205 Place","10441 205 Place",,,false,true
nynyma_rec0040_4_10911_0003_w4.jpg,"1939-1941",Queens,10911,3.00,"20508","20508",true,"109 Avenue","20508 109 Avenue",,,false,true
nynyma_rec0040_4_11516_0208a_w4.jpg,"1939-1941",Queens,11516,208.00,"13504","13504",true,"97 Street","13504 97 Street",,,false,true
nynyma_rec0040_4_11517_0147_w4.jpg,"1939-1941",Queens,11517,147.00,"9716","9716",true,Linden Boulevard,"9716 Linden Boulevard",,,false,true
nynyma_rec0040_4_11633_0009_w4.jpg,"1939-1941",Queens,11633,9.00,,,,,,,,false,true
nynyma_rec0040_4_11741_0029_w4.jpg,"1939-1941",Queens,11741,29.00,"13315","13315",false,"120 Street","13315 120 Street",,,false,true
nynyma_rec0040_4_11742_0013_w4.jpg,"1939-1941",Queens,11742,13.00,"13345","13345",false,"121 Street","13345 121 Street",,,false,true
nynyma_rec0040_4_11876_0003_w4.jpg,"1939-1941",Queens,11876,3.00,"13434","13434",true,"135 Avenue","13434 135 Avenue",,,false,true
nynyma_rec0040_4_11921_0166_w4.jpg,"1939-1941",Queens,11921,166.00,,,,,,,,false,true
nynyma_rec0040_4_11919_0190_w4.jpg,"1939-1941",Queens,11919,190.00,,,,,,,,false,true
nynyma_rec0040_4_10865_0029_w4.jpg,"1939-1941",Queens,10865,29.00,"10050","10050",true,"104 Avenue","10050 104 Avenue",,,false,true
nynyma_rec0040_4_10866_0003_w4.jpg,"1939-1941",Queens,10866,3.00,"19908","19908",true,"100 Avenue","19908 100 Avenue",,,false,true
nynyma_rec0040_4_10865_0021_w4.jpg,"1939-1941",Queens,10865,21.00,"10036","10036",true,"199 Street","10036 199 Street",,,false,true
nynyma_rec0040_4_10868_0035_w4.jpg,"1939-1941",Queens,10868,35.00,"20117","20117",false,"104 Avenue","20117 104 Avenue",,,false,true
nynyma_rec0040_4_10869_0016_w4.jpg,"1939-1941",Queens,10869,16.00,"10018","10018",true,"203 Street","10018 203 Street",,,false,true
nynyma_rec0040_4_10864_0052_w4.jpg,"1939-1941",Queens,10864,52.00,"10033","10033",false,"197 Street","10033 197 Street",,,false,true
nynyma_rec0040_4_10868_0003_w4.jpg,"1939-1941",Queens,10868,3.00,"20106","20106",true,"100 Avenue","20106 100 Avenue",,,false,true
nynyma_rec0040_4_10865_0006_w4.jpg,"1939-1941",Queens,10865,6.00,"19812","19812",true,"100 Avenue","19812 100 Avenue",,,false,true
nynyma_rec0040_4_10866_0029_w4.jpg,"1939-1941",Queens,10866,29.00,"10050","10050",true,"200 Street","10050 200 Street",,,false,true
nynyma_rec0040_4_10867_0039_w4.jpg,"1939-1941",Queens,10867,39.00,"20007","20007",false,"104 Avenue","20007 104 Avenue",,,false,true
nynyma_rec0040_4_10868_0015_w4.jpg,"1939-1941",Queens,10868,15.00,"10018","10018",true,"202 Street","10018 202 Street",,,false,true
nynyma_rec0040_4_10868_0007_w4.jpg,"1939-1941",Queens,10868,7.00,"114","114",true,"100 Avenue","114 100 Avenue",,,false,true
nynyma_rec0040_4_10871_0028_w4.jpg,"1939-1941",Queens,10871,28.00,"10044","10044",true,"205 Street","10044 205 Street",,,false,true
nynyma_rec0040_4_10870_0062_w4.jpg,"1939-1941",Queens,10870,62.00,"10011","10011",false,"203 Street","10011 203 Street",,,false,true
nynyma_rec0040_4_10870_0041a_w4.jpg,"1939-1941",Queens,10870,41.00,"203","03",false,"104 Avenue","203-03 104 Avenue",,,false,true
nynyma_rec0040_4_10872_0044_w4.jpg,"1939-1941",Queens,10872,44.00,"10047","10047",false,"205 Street","10047 205 Street",,,false,true
nynyma_rec0040_4_10878_0040_w4.jpg,"1939-1941",Queens,10878,40.00,"10019","10019",false,"210 Street","10019 210 Street",,,false,true
nynyma_rec0040_4_10876_0057_w4.jpg,"1939-1941",Queens,10876,57.00,"100","43",true,"208 Street","100-43 208 Street",,,false,true
nynyma_rec0040_4_10872_0050_w4.jpg,"1939-1941",Queens,10872,50.00,"10035","10035",false,"205 Street","10035 205 Street",,,false,true
nynyma_rec0040_4_10872_0062_w4.jpg,"1939-1941",Queens,10872,62.00,"10011","10011",false,"205 Street","10011 205 Street",,,false,true
nynyma_rec0040_4_10873_0014_w4.jpg,"1939-1941",Queens,10873,14.00,"10018","10018",true,Francis Lewis Boulevard,"10018 Francis Lewis Boulevard",,,false,true
nynyma_rec0040_4_10874_0030_w4.jpg,"1939-1941",Queens,10874,30.00,"10046","10046",true,"207 Street","10046 207 Street",,,false,true
nynyma_rec0040_4_10876_0052_w4.jpg,"1939-1941",Queens,10876,52.00,"20801","20801",false,"104 Avenue","20801 104 Avenue",,,false,true
nynyma_rec0040_4_10875_0001_w4.jpg,"1939-1941",Queens,10875,1.00,"20702","20702",true,"100 Avenue","20702 100 Avenue",,,false,true
nynyma_rec0040_4_10875_0024_w4.jpg,"1939-1941",Queens,10875,24.00,"10036","10036",true,"208 Street","10036 208 Street",,,false,true
nynyma_rec0040_4_10875_0005_w4.jpg,"1939-1941",Queens,10875,5.00,"20712","20712",true,"100 Avenue","20712 100 Avenue",,,false,true
nynyma_rec0040_4_10878_0046_w4.jpg,"1939-1941",Queens,10878,46.00,"10009","10009",false,"210 Street","10009 210 Street",,,false,true
nynyma_rec0040_4_10877_0075_w4.jpg,"1939-1941",Queens,10877,75.00,"10001","10001",false,Bellaire Place,"10001 Bellaire Place",,,false,true
nynyma_rec0040_4_10885_0027_w4.jpg,"1939-1941",Queens,10885,27.00,"19106","19106",true,"105 Avenue","19106 105 Avenue",,,false,true
nynyma_rec0040_4_10878_0067_w4.jpg,"1939-1941",Queens,10878,67.00,"9918","9918",true,"211 Street","9918 211 Street",,,false,true
nynyma_rec0040_4_10878_0086_w4.jpg,"1939-1941",Queens,10878,86.00,"9954","9954",true,"211 Street","9954 211 Street",,,false,true
nynyma_rec0040_4_10879_0072_w4.jpg,"1939-1941",Queens,10879,72.00,"9945","9945",false,"211 Street","9945 211 Street",,,false,true
nynyma_rec0040_4_10880_0010_w4.jpg,"1939-1941",Queens,10880,10.00,"9969","9969",false,"211 Place","9969 211 Place",,,false,true
nynyma_rec0040_4_10882_0007_w4.jpg,"1939-1941",Queens,10882,7.00,"19109","19109",false,"105 Avenue","19109 105 Avenue",,,false,true
nynyma_rec0040_4_10883_0037_w4.jpg,"1939-1941",Queens,10883,37.00,"10420","10420",true,"193 Street","10420 193 Street",,,false,true
nynyma_rec0040_4_10893_0017_w4.jpg,"1939-1941",Queens,10893,17.00,"10424","10424",true,"198 Street","10424 198 Street",,,false,true
nynyma_rec0040_4_10894_0037_w4.jpg,"1939-1941",Queens,10894,37.00,"10435","10435",false,"198 Street","10435 198 Street",,,false,true
nynyma_rec0040_4_10893_0060_w4.jpg,"1939-1941",Queens,10893,60.00,"10427","10427",false,"197 Street","10427 197 Street",,,false,true
nynyma_rec0040_4_10894_0027_w4.jpg,"1939-1941",Queens,10894,27.00,"10440","10440",true,"199 Street","10440 199 Street",,,false,true
nynyma_rec0040_4_10897_0042_w4.jpg,"1939-1941",Queens,10897,42.00,"10435","10435",false,"201 Street","10435 201 Street",,,false,true
nynyma_rec0040_4_10897_0026_w4.jpg,"1939-1941",Queens,10897,26.00,"10438","10438",true,"202 Street","10438 202 Street",,,false,true
nynyma_rec0040_4_10898_0011_w4.jpg,"1939-1941",Queens,10898,11.00,"19816","19816",true,"109 Avenue","19816 109 Avenue",,,false,true
nynyma_rec0040_4_10898_0001_w4.jpg,"1939-1941",Queens,10898,1.00,"19801","19801",false,Hollis Avenue,"19801 Hollis Avenue",,,false,true
nynyma_rec0040_4_10898_0003_w4.jpg,"1939-1941",Queens,10898,3.00,"19805","19805",false,Hollis Avenue,"19805 Hollis Avenue",,,false,true
nynyma_rec0040_4_10892_0041_w4.jpg,"1939-1941",Queens,10892,41.00,"10431","10431",false,"196 Street","10431 196 Street",,,false,true
nynyma_rec0040_4_10878_0014_w4.jpg,"1939-1941",Queens,10878,14.00,"10057","10057",false,"210 Street","10057 210 Street",,,false,true
nynyma_rec0040_4_10870_0016_w4.jpg,"1939-1941",Queens,10870,16.00,"10020","10020",true,"204 Street","10020 204 Street",,,false,true
nynyma_rec0040_4_10880_0058_w4.jpg,"1939-1941",Queens,10880,58.00,"9930","9930",true,"212 Street","9930 212 Street",,,false,true
nynyma_rec0040_4_10881_0029_w4.jpg,"1939-1941",Queens,10881,29.00,"19012","19012",true,"104 Avenue","19012 104 Avenue",,,false,true
nynyma_rec0040_4_10875_0030_w4.jpg,"1939-1941",Queens,10875,30.00,"10048","10048",true,"208 Street","10048 208 Street",,,false,true
nynyma_rec0040_4_10886_0011_w4.jpg,"1939-1941",Queens,10886,11.00,"105","27",false,"109 Avenue","105-27 109 Avenue",,,false,true
nynyma_rec0040_4_10887_0032_w4.jpg,"1939-1941",Queens,10887,32.00,"104","17",true,"193 Street","104-17 193 Street",,,false,true
nynyma_rec0040_4_10885_0043_w4.jpg,"1939-1941",Queens,10885,43.00,"10526","10526",true,"192 Street","10526 192 Street",,,false,true
nynyma_rec0040_4_10886_0028_w4.jpg,"1939-1941",Queens,10886,28.00,"10512","10512",true,"193 Street","10512 193 Street",,,false,true
nynyma_rec0040_4_10887_0022_w4.jpg,"1939-1941",Queens,10887,22.00,"10437","10437",false,"193 Street","10437 193 Street",,,false,true
nynyma_rec0040_4_10887_0001_w4.jpg,"1939-1941",Queens,10887,1.00,"19321","19321",false,"109 Avenue","19321 109 Avenue",,,false,true
nynyma_rec0040_4_10890_0007_w4.jpg,"1939-1941",Queens,10890,7.00,"19414","19414",true,"104 Avenue","19414 104 Avenue",,,false,true
nynyma_rec0040_4_10900_0025_w4.jpg,"1939-1941",Queens,10900,25.00,"20017","20017",false,Hollis Avenue,"20017 Hollis Avenue",,,false,true
nynyma_rec0040_4_10890_0009_w4.jpg,"1939-1941",Queens,10890,9.00,"19418","19418",true,"104 Avenue","19418 104 Avenue",,,false,true
nynyma_rec0040_4_10894_0049_w4.jpg,"1939-1941",Queens,10894,49.00,"10411","10411",false,"198 Street","10411 198 Street",,,false,true
nynyma_rec0040_4_10907_0023_w4.jpg,"1939-1941",Queens,10907,23.00,"10936","10936",true,"205 Street","10936 205 Street",,,false,true
nynyma_rec0040_4_10907_0041_w4.jpg,"1939-1941",Queens,10907,41.00,"10931","10931",false,"204 Street","10931 204 Street",,,false,true
nynyma_rec0040_4_10901_0019_w4.jpg,"1939-1941",Queens,10901,19.00,"10926","10926",true,"202 Street","10926 202 Street",,,false,true
nynyma_rec0040_4_10902_0018_w4.jpg,"1939-1941",Queens,10902,18.00,"10424","10424",true,"203 Street","10424 203 Street",,,false,true
nynyma_rec0040_4_10902_0032_w4.jpg,"1939-1941",Queens,10902,32.00,"20211","20211",false,"109 Avenue","20211 109 Avenue",,,false,true
nynyma_rec0040_4_10902_0011_w4.jpg,"1939-1941",Queens,10902,11.00,"10412","10412",true,"203 Street","10412 203 Street",,,false,true
nynyma_rec0040_4_10903_0007_w4.jpg,"1939-1941",Queens,10903,7.00,"314","314",true,"104 Avenue","314 104 Avenue",,,false,true
nynyma_rec0040_4_10904_0037_w4.jpg,"1939-1941",Queens,10904,37.00,"10439","10439",false,"204 Street","10439 204 Street",,,false,true
nynyma_rec0040_4_10904_0025_w4.jpg,"1939-1941",Queens,10904,25.00,"10438","10438",true,"205 Street","10438 205 Street",,,false,true
nynyma_rec0040_4_10906_0001_w4.jpg,"1939-1941",Queens,10906,1.00,"20302","20302",true,"203 Street","20302 203 Street",,,false,true
nynyma_rec0040_4_10908_0050_w4.jpg,"1939-1941",Queens,10908,50.00,"10415","10415",false,"205 Street","10415 205 Street",,,false,true
nynyma_rec0040_4_10907_0028_w4.jpg,"1939-1941",Queens,10907,28.00,"20419","20419",false,Hollis Avenue,"20419 Hollis Avenue",,,false,true
nynyma_rec0040_4_10908_0028_w4.jpg,"1939-1941",Queens,10908,28.00,"10448","10448",true,"205 Place","10448 205 Place",,,false,true
nynyma_rec0040_4_11631_0041_w4.jpg,"1939-1941",Queens,11631,41.00,"11147","11147",false,"126 Street","11147 126 Street",,,false,true
nynyma_rec0040_4_11741_0020_w4.jpg,"1939-1941",Queens,11741,20.00,"13333","13333",false,"120 Street","13333 120 Street",,,false,true
nynyma_rec0040_4_11770_0059_w4.jpg,"1939-1941",Queens,11770,59.00,"12941","12941",false,"131 Street","12941 131 Street",,,false,true
nynyma_rec0040_4_11876_0007_w4.jpg,"1939-1941",Queens,11876,7.00,"13440","13440",true,"135 Avenue","13440 135 Avenue",,,false,true
nynyma_rec0040_4_11918_0028_w4.jpg,"1939-1941",Queens,11918,28.00,,,,,,,,false,true
nynyma_rec0040_4_04163_0039.jpg,"1939-1941",Queens,4163,39.00,"2040","2040",true,"121 Street","2040 121 Street",,,false,true
nynyma_rec0040_4_04556_0038.jpg,"1939-1941",Queens,4556,38.00,"1001","1001",false,"157 Street","1001 157 Street",,,false,true
nynyma_rec0040_4_06250_0001.jpg,"1939-1941",Queens,6250,1.00,"21702","21702",true,"38 Avenue","21702 38 Avenue",,,false,true
nynyma_rec0040_4_10864_0017_w4.jpg,"1939-1941",Queens,10864,17.00,"10024","10024",true,"198 Street","10024 198 Street",,,false,true
nynyma_rec0040_4_10864_0040_w4.jpg,"1939-1941",Queens,10864,40.00,"19705","19705",false,"104 Avenue","19705 104 Avenue",,,false,true
nynyma_rec0040_4_10864_0044_w4.jpg,"1939-1941",Queens,10864,44.00,"10051","10051",false,"197 Street","10051 197 Street",,,false,true
nynyma_rec0040_4_10864_0031_w4.jpg,"1939-1941",Queens,10864,31.00,"10052","10052",true,"198 Street","10052 198 Street",,,false,true
nynyma_rec0040_4_10865_0060_w4.jpg,"1939-1941",Queens,10865,60.00,"10009","10009",false,"198 Street","10009 198 Street",,,false,true
nynyma_rec0040_4_10868_0031_w4.jpg,"1939-1941",Queens,10868,31.00,"10050","10050",true,"202 Street","10050 202 Street",,,false,true
nynyma_rec0040_4_10867_0018_w4.jpg,"1939-1941",Queens,10867,18.00,"10024","10024",true,"201 Street","10024 201 Street",,,false,true
nynyma_rec0040_4_10867_0035_w4.jpg,"1939-1941",Queens,10867,35.00,"20015","20015",false,"104 Avenue","20015 104 Avenue",,,false,true
nynyma_rec0040_4_10868_0044_w4.jpg,"1939-1941",Queens,10868,44.00,"10047","10047",false,"201 Street","10047 201 Street",,,false,true
nynyma_rec0040_4_10871_0032_w4.jpg,"1939-1941",Queens,10871,32.00,"10048","10048",true,"205 Street","10048 205 Street",,,false,true
nynyma_rec0040_4_10871_0039_w4.jpg,"1939-1941",Queens,10871,39.00,"20405","20405",false,"104 Avenue","20405 104 Avenue",,,false,true
nynyma_rec0040_4_10870_0003_w4.jpg,"1939-1941",Queens,10870,3.00,"20306","20306",true,"100 Avenue","20306 100 Avenue",,,false,true
nynyma_rec0040_4_10884_0034_w4.jpg,"1939-1941",Queens,10884,34.00,"19018","19018",true,"105 Avenue","19018 105 Avenue",,,false,true
nynyma_rec0040_4_10873_0003_w4.jpg,"1939-1941",Queens,10873,3.00,"10005","10005",false,"205 Place","10005 205 Place",,,false,true
nynyma_rec0040_4_10873_0004_w4.jpg,"1939-1941",Queens,10873,4.00,"10003","10003",false,"205 Place","10003 205 Place",,,false,true
nynyma_rec0040_4_10873_0050_w4.jpg,"1939-1941",Queens,10873,50.00,"10029","10029",false,"205 Place","10029 205 Place",,,false,true
nynyma_rec0040_4_10874_0018_w4.jpg,"1939-1941",Queens,10874,18.00,"10024","10024",true,"207 Street","10024 207 Street",,,false,true
nynyma_rec0040_4_10875_0003_w4.jpg,"1939-1941",Queens,10875,3.00,"20706","20706",true,"100 Avenue","20706 100 Avenue",,,false,true
nynyma_rec0040_4_10876_0061_w4.jpg,"1939-1941",Queens,10876,61.00,"10035","10035",false,"208 Street","10035 208 Street",,,false,true
nynyma_rec0040_4_10878_0045_w4.jpg,"1939-1941",Queens,10878,45.00,"10011","10011",false,"210 Street","10011 210 Street",,,false,true
nynyma_rec0040_4_10876_0005_w4.jpg,"1939-1941",Queens,10876,5.00,"20808","20808",true,"100 Avenue","20808 100 Avenue",,,false,true
nynyma_rec0040_4_10878_0033_w4.jpg,"1939-1941",Queens,10878,33.00,"10033","10033",false,"210 Street","10033 210 Street",,,false,true
nynyma_rec0040_4_10877_0091_w4.jpg,"1939-1941",Queens,10877,91.00,"10048","10048",true,"210 Street","10048 210 Street",,,false,true
nynyma_rec0040_4_10881_0016_w4.jpg,"1939-1941",Queens,10881,16.00,"10413","10413",false,Farmers Boulevard,"10413 Farmers Boulevard",,,false,true
nynyma_rec0040_4_10880_0050_w4.jpg,"1939-1941",Queens,10880,50.00,"9912","9912",true,"212 Street","9912 212 Street",,,false,true
nynyma_rec0040_4_10881_0018_w4.jpg,"1939-1941",Queens,10881,18.00,"10409","10409",false,Farmers Boulevard,"10409 Farmers Boulevard",,,false,true
nynyma_rec0040_4_10882_0014_w4.jpg,"1939-1941",Queens,10882,14.00,"10421","10421",false,"191 Street","10421 191 Street",,,false,true
nynyma_rec0040_4_10883_0039_w4.jpg,"1939-1941",Queens,10883,39.00,"10424","10424",true,"193 Street","10424 193 Street",,,false,true
nynyma_rec0040_4_10884_0021_w4.jpg,"1939-1941",Queens,10884,21.00,"10523","10523",false,Farmers Boulevard,"10523 Farmers Boulevard",,,false,true
nynyma_rec0040_4_10882_0001_w4.jpg,"1939-1941",Queens,10882,1.00,"10436","10436",true,"192 Street","10436 192 Street",,,false,true
nynyma_rec0040_4_10883_0003_w4.jpg,"1939-1941",Queens,10883,3.00,"19213","19213",false,"105 Avenue","19213 105 Avenue",,,false,true
nynyma_rec0040_4_10892_0012_w4.jpg,"1939-1941",Queens,10892,12.00,"10412","10412",true,"197 Street","10412 197 Street",,,false,true
nynyma_rec0040_4_10892_0045_w4.jpg,"1939-1941",Queens,10892,45.00,"10423","10423",false,"196 Street","10423 196 Street",,,false,true
nynyma_rec0040_4_10892_0022a_w4.jpg,"1939-1941",Queens,10892,22.00,"10432","10432",true,"197 Street","10432 197 Street",,,false,true
nynyma_rec0040_4_10893_0027_w4.jpg,"1939-1941",Queens,10893,27.00,"10444","10444",true,"198 Street","10444 198 Street",,,false,true
nynyma_rec0040_4_10893_0037_w4.jpg,"1939-1941",Queens,10893,37.00,"19711","19711",false,Hollis Avenue,"19711 Hollis Avenue",,,false,true
nynyma_rec0040_4_10895_0032_w4.jpg,"1939-1941",Queens,10895,32.00,"10449","10449",false,"199 Street","10449 199 Street",,,false,true
nynyma_rec0040_4_10896_0050_w4.jpg,"1939-1941",Queens,10896,50.00,"10415","10415",false,"200 Street","10415 200 Street",,,false,true
nynyma_rec0040_4_10898_0002_w4.jpg,"1939-1941",Queens,10898,2.00,"19803","19803",false,Hollis Avenue,"19803 Hollis Avenue",,,false,true
nynyma_rec0040_4_10899_0022_w4.jpg,"1939-1941",Queens,10899,22.00,"10906","10906",true,"200 Street","10906 200 Street",,,false,true
nynyma_rec0040_4_10899_0052_w4.jpg,"1939-1941",Queens,10899,52.00,"10911","10911",false,"199 Street","10911 199 Street",,,false,true
nynyma_rec0040_4_10898_0006_w4.jpg,"1939-1941",Queens,10898,6.00,"19811","19811",false,Hollis Avenue,"19811 Hollis Avenue",,,false,true
nynyma_rec0040_4_10900_0014_w4.jpg,"1939-1941",Queens,10900,14.00,"10918","10918",true,"201 Street","10918 201 Street",,,false,true
nynyma_rec0040_4_10900_0013_w4.jpg,"1939-1941",Queens,10900,13.00,"10914","10914",true,"201 Street","10914 201 Street",,,false,true
nynyma_rec0040_4_10887_0024_w4.jpg,"1939-1941",Queens,10887,24.00,"10433","10433",false,"193 Street","10433 193 Street",,,false,true
nynyma_rec0040_4_10870_0005_w4.jpg,"1939-1941",Queens,10870,5.00,"20310","20310",true,"100 Avenue","20310 100 Avenue",,,false,true
nynyma_rec0040_4_10903_0034a_w4.jpg,"1939-1941",Queens,10903,34.00,"10447","10447",false,"203 Street","10447 203 Street",,,false,true
nynyma_rec0040_4_10870_0014_w4.jpg,"1939-1941",Queens,10870,14.00,"10014","10014",true,"204 Street","10014 204 Street",,,false,true
nynyma_rec0040_4_10870_0020_w4.jpg,"1939-1941",Queens,10870,20.00,"10028","10028",true,"204 Street","10028 204 Street",,,false,true
nynyma_rec0040_4_10873_0038_w4.jpg,"1939-1941",Queens,10873,38.00,"10053","10053",false,"205 Place","10053 205 Place",,,false,true
nynyma_rec0040_4_10886_0018_w4.jpg,"1939-1941",Queens,10886,18.00,"10501","10501",false,"105 Avenue","10501 105 Avenue",,,false,true
nynyma_rec0040_4_10885_0039_w4.jpg,"1939-1941",Queens,10885,39.00,"10518","10518",true,"192 Street","10518 192 Street",,,false,true
nynyma_rec0040_4_10887_0014_w4.jpg,"1939-1941",Queens,10887,14.00,"10511","10511",false,"193 Street","10511 193 Street",,,false,true
nynyma_rec0040_4_10886_0026_w4.jpg,"1939-1941",Queens,10886,26.00,"10506","10506",true,"105 Avenue","10506 105 Avenue",,,false,true
nynyma_rec0040_4_10891_0011_w4.jpg,"1939-1941",Queens,10891,11.00,"10412","10412",true,"196 Street","10412 196 Street",,,false,true
nynyma_rec0040_4_10891_0034_w4.jpg,"1939-1941",Queens,10891,34.00,"10415","10415",false,"195 Street","10415 195 Street",,,false,true
nynyma_rec0040_4_10891_0032_w4.jpg,"1939-1941",Queens,10891,32.00,"10419","10419",false,"195 Street","10419 195 Street",,,false,true
nynyma_rec0040_4_10901_0048_w4.jpg,"1939-1941",Queens,10901,48.00,"10911","10911",false,"201 Street","10911 201 Street",,,false,true
nynyma_rec0040_4_10902_0012_w4.jpg,"1939-1941",Queens,10902,12.00,"10414","10414",true,"203 Street","10414 203 Street",,,false,true
nynyma_rec0040_4_10906_0033_w4.jpg,"1939-1941",Queens,10906,33.00,"20307","09",false,Hollis Avenue,"20307-09 Hollis Avenue",,,false,true
nynyma_rec0040_4_10911_0014_w4.jpg,"1939-1941",Queens,10911,14.00,"10916","10916",true,"205 Place","10916 205 Place",,,false,true
nynyma_rec0040_4_11535_0131_w4.jpg,"1939-1941",Queens,11535,131.00,"13719","13719",false,Centreville Street,"13719 Centreville Street",,,false,true
nynyma_rec0040_4_11536_0059_w4.jpg,"1939-1941",Queens,11536,59.00,"9715","9715",false,"135 Drive","9715 135 Drive",,,false,true
nynyma_rec0040_4_11631_0042_w4.jpg,"1939-1941",Queens,11631,42.00,"11145","11145",false,"126 Street","11145 126 Street",,,false,true
nynyma_rec0040_4_11741_0046_w4.jpg,"1939-1941",Queens,11741,46.00,"13318","13318",true,"121 Street","13318 121 Street",,,false,true
nynyma_rec0040_4_11742_0034_w4.jpg,"1939-1941",Queens,11742,34.00,"13305","13305",false,"121 Street","13305 121 Street",,,false,true
nynyma_rec0040_4_11741_0048_w4.jpg,"1939-1941",Queens,11741,48.00,"13322","13322",true,"121 Street","13322 121 Street",,,false,true
nynyma_rec0040_4_11786_0005_w4.jpg,"1939-1941",Queens,11786,5.00,,,,,,,,false,true
nynyma_rec0040_4_11876_0009_w4.jpg,"1939-1941",Queens,11876,9.00,"13444","13444",true,"135 Avenue","13444 135 Avenue",,,false,true
