"identifier","date","borough","block","lot","bldg_number_start","bldg_number_end","side_of_street","street_name","address","condition","coordinates","is_outtake"
nynyma_rec0040_3_07547_4608�,"1939-1941",Brooklyn,7547,,"29","29",false,Joval Court,"29 Joval Court",,,false
nynyma_rec0040_3_07547_0460�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4610�,"1939-1941",Brooklyn,7547,,"31","31",false,Joval Court,"31 Joval Court",,,false
nynyma_rec0040_3_07547_4612�,"1939-1941",Brooklyn,7547,,"33","33",false,Joval Court,"33 Joval Court",,,false
nynyma_rec0040_3_07547_4624�,"1939-1941",Brooklyn,7547,,"45","45",false,Joval Court,"45 Joval Court",,,false
nynyma_rec0040_3_07547_0462�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4638�,"1939-1941",Brooklyn,7547,,"38","38",true,Knight Court,"38 Knight Court",,,false
nynyma_rec0040_3_07547_0463�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4550�,"1939-1941",Brooklyn,7547,,"30","30",true,Ira Court,"30 Ira Court",,,false
nynyma_rec0040_3_07547_0456�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4572�,"1939-1941",Brooklyn,7547,,"41","41",false,Ira Court,"41 Ira Court",,,false
nynyma_rec0040_3_07547_0459�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4614�,"1939-1941",Brooklyn,7547,,"35","35",false,Joval Court,"35 Joval Court",,,false
nynyma_rec0040_3_07547_4616�,"1939-1941",Brooklyn,7547,,"37","37",false,Joval Court,"37 Joval Court",,,false
nynyma_rec0040_3_07547_0461�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_0464�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_4920�,"1939-1941",Brooklyn,7547,,"96","96",true,Celest Court,"96 Celest Court",,,false
nynyma_rec0040_3_07547_4922�,"1939-1941",Brooklyn,7547,,"94","94",true,Celest Court,"94 Celest Court",,,false
nynyma_rec0040_3_07547_4924�,"1939-1941",Brooklyn,7547,,"92","92",true,Celest Court,"92 Celest Court",,,false
nynyma_rec0040_3_07547_4926�,"1939-1941",Brooklyn,7547,,"90","90",true,Celest Court,"90 Celest Court",,,false
nynyma_rec0040_3_07547_4928�,"1939-1941",Brooklyn,7547,,"88","88",true,Celest Court,"88 Celest Court",,,false
nynyma_rec0040_3_07547_0492�,"1939-1941",Brooklyn,7547,,"3170","3170",true,Avenue W,"3170 Avenue W",,,false
nynyma_rec0040_3_07547_4932�,"1939-1941",Brooklyn,7547,,"84","84",true,Celest Court,"84 Celest Court",,,false
nynyma_rec0040_3_07547_4936�,"1939-1941",Brooklyn,7547,,"80","80",true,Celest Court,"80 Celest Court",,,false
nynyma_rec0040_3_07547_4938�,"1939-1941",Brooklyn,7547,,"78","78",true,Celest Court,"78 Celest Court",,,false
nynyma_rec0040_3_07547_0493�,"1939-1941",Brooklyn,7547,,"3172","3172",true,Avenue W,"3172 Avenue W",,,false
nynyma_rec0040_3_07547_4940�,"1939-1941",Brooklyn,7547,,"76","76",true,Celest Court,"76 Celest Court",,,false
nynyma_rec0040_3_07547_4942�,"1939-1941",Brooklyn,7547,,"74","74",true,Celest Court,"74 Celest Court",,,false
nynyma_rec0040_3_07547_0494�,"1939-1941",Brooklyn,7547,,"3176","3176",true,Avenue W,"3176 Avenue W",,,false
nynyma_rec0040_3_07547_4958�,"1939-1941",Brooklyn,7547,,"87","87",false,Celest Court,"87 Celest Court",,,false
nynyma_rec0040_3_07547_0495�,"1939-1941",Brooklyn,7547,,"3178","3178",true,Avenue W,"3178 Avenue W",,,false
nynyma_rec0040_3_07547_4960�,"1939-1941",Brooklyn,7547,,"89","89",false,Celest Court,"89 Celest Court",,,false
nynyma_rec0040_3_07547_4976�,"1939-1941",Brooklyn,7547,,"88","88",true,Celest Court,"88 Celest Court",,,false
nynyma_rec0040_3_07547_0497�,"1939-1941",Brooklyn,7547,,"3182","3182",true,Avenue W,"3182 Avenue W",,,false
nynyma_rec0040_3_07547_4992�,"1939-1941",Brooklyn,7547,,"73","73",false,Dictum Court,"73 Dictum Court",,,false
nynyma_rec0040_3_07547_4994�,"1939-1941",Brooklyn,7547,,"75","75",false,Dictum Court,"75 Dictum Court",,,false
nynyma_rec0040_3_07547_4995�,"1939-1941",Brooklyn,7547,,"75A","75A",false,Dictum Court,"75A Dictum Court",,,false
nynyma_rec0040_3_07547_4996�,"1939-1941",Brooklyn,7547,,"77","77",false,Dictum Court,"77 Dictum Court",,,false
nynyma_rec0040_3_07547_4997�,"1939-1941",Brooklyn,7547,,"79","79",false,Dictum Court,"79 Dictum Court",,,false
nynyma_rec0040_3_07547_4998�,"1939-1941",Brooklyn,7547,,"81","81",false,Dictum Court,"81 Dictum Court",,,false
nynyma_rec0040_3_07547_4999�,"1939-1941",Brooklyn,7547,,"81A","81A",false,Dictum Court,"81A Dictum Court",,,false
nynyma_rec0040_3_07547_5000�,"1939-1941",Brooklyn,7547,5000.00,"83","83",false,Dictum Court,"83 Dictum Court",,,false
nynyma_rec0040_3_07547_5001�,"1939-1941",Brooklyn,7547,,"85","85",false,Dictum Court,"85 Dictum Court",,,false
nynyma_rec0040_3_07547_5002�,"1939-1941",Brooklyn,7547,,"87","87",false,Dictum Court,"87 Dictum Court",,,false
nynyma_rec0040_3_07547_5006�,"1939-1941",Brooklyn,7547,,"95","95",false,Dictum Court,"95 Dictum Court",,,false
nynyma_rec0040_3_07547_5008�,"1939-1941",Brooklyn,7547,,,,,Ebony Court,Ebony Court,,,false
nynyma_rec0040_3_07547_0500�,"1939-1941",Brooklyn,7547,,"83","83",false,Gerristen Avenue,"83 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5024�,"1939-1941",Brooklyn,7547,,,,,Ebony Court,Ebony Court,,,false
nynyma_rec0040_3_07547_0502�,"1939-1941",Brooklyn,7547,,"81","81",false,Gerristen Avenue,"81 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_0504�,"1939-1941",Brooklyn,7547,,"79","79",false,Gerristen Avenue,"79 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5087�,"1939-1941",Brooklyn,7547,5067.00,,,,,,,,false
nynyma_rec0040_3_07547_0506�,"1939-1941",Brooklyn,7547,,"77","77",false,Gerristen Avenue,"77 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5083�,"1939-1941",Brooklyn,7547,5083.00,"731","731",false,Gerristen Avenue,"731 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5084�,"1939-1941",Brooklyn,7547,5084.00,"733","733",false,Gerristen Avenue,"733 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5085�,"1939-1941",Brooklyn,7547,5085.00,"737","737",false,Gerristen Avenue,"737 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5086�,"1939-1941",Brooklyn,7547,5086.00,"739","739",false,Gerristen Avenue,"739 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5088�,"1939-1941",Brooklyn,7547,,"120","120",true,Aster Court,"120 Aster Court",,,false
nynyma_rec0040_3_07547_0508�,"1939-1941",Brooklyn,7547,,"75","75",false,Gerristen Avenue,"75 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5090�,"1939-1941",Brooklyn,7547,,"118","118",true,Aster Court,"118 Aster Court",,,false
nynyma_rec0040_3_07547_5092�,"1939-1941",Brooklyn,7547,,"116","116",true,Aster Court,"116 Aster Court",,,false
nynyma_rec0040_3_07547_5094�,"1939-1941",Brooklyn,7547,,"114","114",true,Aster Court,"114 Aster Court",,,false
nynyma_rec0040_3_07547_5096�,"1939-1941",Brooklyn,7547,,"112","112",true,Aster Court,"112 Aster Court",,,false
nynyma_rec0040_3_07547_5100�,"1939-1941",Brooklyn,7547,,"108","108",true,Aster Court,"108 Aster Court",,,false
nynyma_rec0040_3_07547_5104�,"1939-1941",Brooklyn,7547,,"104","104",true,Aster Court,"104 Aster Court",,,false
nynyma_rec0040_3_07547_5106�,"1939-1941",Brooklyn,7547,,"102","102",true,Aster Court,"102 Aster Court",,,false
nynyma_rec0040_3_07547_5108�,"1939-1941",Brooklyn,7547,,"100","100",true,Aster Court,"100 Aster Court",,,false
nynyma_rec0040_3_07547_0510�,"1939-1941",Brooklyn,7547,,"73","73",false,Gerristen Avenue,"73 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5116�,"1939-1941",Brooklyn,7547,,"101","101",false,Aster Court,"101 Aster Court",,,false
nynyma_rec0040_3_07547_5124�,"1939-1941",Brooklyn,7547,,"109","109",false,Aster Court,"109 Aster Court",,,false
nynyma_rec0040_3_07547_4640�,"1939-1941",Brooklyn,7547,,"36","36",true,Knight Court,"36 Knight Court",,,false
nynyma_rec0040_3_07547_4644�,"1939-1941",Brooklyn,7547,,"32","32",true,Knight Court,"32 Knight Court",,,false
nynyma_rec0040_3_07547_4648�,"1939-1941",Brooklyn,7547,,"28","28",true,Knight Court,"28 Knight Court",,,false
nynyma_rec0040_3_07547_4656�,"1939-1941",Brooklyn,7547,,"29","29",false,Knight Court,"29 Knight Court",,,false
nynyma_rec0040_3_07547_0465�,"1939-1941",Brooklyn,7547,,"6","6",true,Plumb 2 Street,"6 Plumb 2 Street",,,false
nynyma_rec0040_3_07547_4660�,"1939-1941",Brooklyn,7547,,"33","33",false,Knight Court,"33 Knight Court",,,false
nynyma_rec0040_3_07547_0466�,"1939-1941",Brooklyn,7547,,"4","4",true,Plumb 2 Street,"4 Plumb 2 Street",,,false
nynyma_rec0040_3_07547_0467�,"1939-1941",Brooklyn,7547,,"2","2",true,Plumb 2 Street,"2 Plumb 2 Street",,,false
nynyma_rec0040_3_07547_4682�,"1939-1941",Brooklyn,7547,,"30","30",true,Knight Court,"30 Knight Court",,,false
nynyma_rec0040_3_07547_0468�,"1939-1941",Brooklyn,7547,,,,,Plumb 2 Street,Plumb 2 Street,,,false
nynyma_rec0040_3_07547_4690�,"1939-1941",Brooklyn,7547,,,,,Lacon Court,Lacon Court,,,false
nynyma_rec0040_3_07547_4698�,"1939-1941",Brooklyn,7547,,,,,Everett Avenue,Everett Avenue,,,false
nynyma_rec0040_3_07547_0469�,"1939-1941",Brooklyn,7547,,"303","303",false,Allen Avenue,"303 Allen Avenue",,,false
nynyma_rec0040_3_07547_4708�,"1939-1941",Brooklyn,7547,,"49","49",false,Garland Court,"49 Garland Court",,,false
nynyma_rec0040_3_07547_0470�,"1939-1941",Brooklyn,7547,,"305","305",false,Allen Avenue,"305 Allen Avenue",,,false
nynyma_rec0040_3_07547_4712�,"1939-1941",Brooklyn,7547,,"53","53",false,Garland Court,"53 Garland Court",,,false
nynyma_rec0040_3_07547_4716�,"1939-1941",Brooklyn,7547,,"57","57",false,Garland Court,"57 Garland Court",,,false
nynyma_rec0040_3_07547_0471�,"1939-1941",Brooklyn,7547,,"311","311",false,Allen Avenue,"311 Allen Avenue",,,false
nynyma_rec0040_3_07547_0472�,"1939-1941",Brooklyn,7547,,"313","313",false,Allen Avenue,"313 Allen Avenue",,,false
nynyma_rec0040_3_07547_4730�,"1939-1941",Brooklyn,7547,,"58","58",true,Hazel Court,"58 Hazel Court",,,false
nynyma_rec0040_3_07547_4734�,"1939-1941",Brooklyn,7547,,"56","56",true,Hazel Court,"56 Hazel Court",,,false
nynyma_rec0040_3_07547_4736�,"1939-1941",Brooklyn,7547,,"54","54",true,Hazel Court,"54 Hazel Court",,,false
nynyma_rec0040_3_07547_4738�,"1939-1941",Brooklyn,7547,,,,,Hazel Court,Hazel Court,,,false
nynyma_rec0040_3_07547_0473�,"1939-1941",Brooklyn,7547,,"315","315",false,Allen Avenue,"315 Allen Avenue",,,false
nynyma_rec0040_3_07547_4740�,"1939-1941",Brooklyn,7547,,"50","50",true,Hazel Court,"50 Hazel Court",,,false
nynyma_rec0040_3_07547_4742�,"1939-1941",Brooklyn,7547,,"49","49",false,Hazel Court,"49 Hazel Court",,,false
nynyma_rec0040_3_07547_4744�,"1939-1941",Brooklyn,7547,,"51","51",false,Hazel Court,"51 Hazel Court",,,false
nynyma_rec0040_3_07547_4746�,"1939-1941",Brooklyn,7547,,"53","53",false,Hazel Court,"53 Hazel Court",,,false
nynyma_rec0040_3_07547_0474�,"1939-1941",Brooklyn,7547,,"317","317",false,Allen Avenue,"317 Allen Avenue",,,false
nynyma_rec0040_3_07547_0475�,"1939-1941",Brooklyn,7547,,"321","321",false,Allen Avenue,"321 Allen Avenue",,,false
nynyma_rec0040_3_07547_4763�,"1939-1941",Brooklyn,7547,,,,,Hazel Court,Hazel Court,,,false
nynyma_rec0040_3_07547_4764�,"1939-1941",Brooklyn,7547,,,,,Hazel Court,Hazel Court,,,false
nynyma_rec0040_3_07547_0476�,"1939-1941",Brooklyn,7547,,"323","323",false,Allen Avenue,"323 Allen Avenue",,,false
nynyma_rec0040_3_07547_0477�,"1939-1941",Brooklyn,7547,,"325","325",false,Allen Avenue,"325 Allen Avenue",,,false
nynyma_rec0040_3_07547_0478�,"1939-1941",Brooklyn,7547,,"327","327",false,Allen Avenue,"327 Allen Avenue",,,false
nynyma_rec0040_3_07547_0479�,"1939-1941",Brooklyn,7547,,"1","1",false,Plumb 1 Street,"1 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0480�,"1939-1941",Brooklyn,7547,,"5","5",false,Plumb 1 Street,"5 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0481�,"1939-1941",Brooklyn,7547,,"7","7",false,Plumb 1 Street,"7 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0482�,"1939-1941",Brooklyn,7547,,"11","11",false,Plumb 1 Street,"11 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0483�,"1939-1941",Brooklyn,7547,,"13","13",false,Plumb 1 Street,"13 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_4842�,"1939-1941",Brooklyn,7547,4842.00,"80","80",true,Aster Court,"80 Aster Court",,,false
nynyma_rec0040_3_07547_4844�,"1939-1941",Brooklyn,7547,4844.00,"76","76",true,Aster Court,"76 Aster Court",,,false
nynyma_rec0040_3_07547_4846�,"1939-1941",Brooklyn,7547,4846.00,"74","74",true,Aster Court,"74 Aster Court",,,false
nynyma_rec0040_3_07547_0484�,"1939-1941",Brooklyn,7547,,"15","15",false,Plumb 1 Street,"15 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0485�,"1939-1941",Brooklyn,7547,,"19","19",false,Plumb 1 Street,"19 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0486�,"1939-1941",Brooklyn,7547,,"25","25",false,Plumb 1 Street,"25 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0487�,"1939-1941",Brooklyn,7547,,"27","27",false,Plumb 1 Street,"27 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0490�,"1939-1941",Brooklyn,7547,,"29","29",false,Plumb 1 Street,"29 Plumb 1 Street",,,false
nynyma_rec0040_3_07547_0491�,"1939-1941",Brooklyn,7547,,"3168","3168",true,Avenue W,"3168 Avenue W",,,false
nynyma_rec0040_3_07547_4962�,"1939-1941",Brooklyn,7547,,"91","91",false,Celest Court,"91 Celest Court",,,false
nynyma_rec0040_3_07547_4964�,"1939-1941",Brooklyn,7547,,"93","93",false,Celest Court,"93 Celest Court",,,false
nynyma_rec0040_3_07547_4968�,"1939-1941",Brooklyn,7547,,"96","96",true,Celest Court,"96 Celest Court",,,false
nynyma_rec0040_3_07547_0496�,"1939-1941",Brooklyn,7547,,"3180","3180",true,Avenue W,"3180 Avenue W",,,false
nynyma_rec0040_3_07547_4970�,"1939-1941",Brooklyn,7547,,"94","94",true,Celest Court,"94 Celest Court",,,false
nynyma_rec0040_3_07547_4972�,"1939-1941",Brooklyn,7547,,"92","92",true,Celest Court,"92 Celest Court",,,false
nynyma_rec0040_3_07547_4974�,"1939-1941",Brooklyn,7547,,"90","90",true,Celest Court,"90 Celest Court",,,false
nynyma_rec0040_3_07547_4980�,"1939-1941",Brooklyn,7547,,"84","84",true,Celest Court,"84 Celest Court",,,false
nynyma_rec0040_3_07547_4982�,"1939-1941",Brooklyn,7547,,"82","82",true,Celest Court,"82 Celest Court",,,false
nynyma_rec0040_3_07547_4984�,"1939-1941",Brooklyn,7547,,"80","80",true,Celest Court,"80 Celest Court",,,false
nynyma_rec0040_3_07547_4986�,"1939-1941",Brooklyn,7547,4986.00,"78","78",true,Ebony Court,"78 Ebony Court",,,false
nynyma_rec0040_3_07547_4988�,"1939-1941",Brooklyn,7547,,"76","76",true,Celest Court,"76 Celest Court",,,false
nynyma_rec0040_3_07547_0499�,"1939-1941",Brooklyn,7547,,"3184","3184",true,Avenue W,"3184 Avenue W",,,false
nynyma_rec0040_3_07547_5003�,"1939-1941",Brooklyn,7547,,"89","89",false,Dictum Court,"89 Dictum Court",,,false
nynyma_rec0040_3_07547_5004�,"1939-1941",Brooklyn,7547,,"91","91",false,Dictum Court,"91 Dictum Court",,,false
nynyma_rec0040_3_07547_5005�,"1939-1941",Brooklyn,7547,,"93","93",false,Dictum Court,"93 Dictum Court",,,false
nynyma_rec0040_3_07547_5102�,"1939-1941",Brooklyn,7547,,"106","106",true,Aster Court,"106 Aster Court",,,false
nynyma_rec0040_3_07547_5110�,"1939-1941",Brooklyn,7547,,"98","98",true,Aster Court,"98 Aster Court",,,false
nynyma_rec0040_3_07547_5112�,"1939-1941",Brooklyn,7547,,"97","97",false,Aster Court,"97 Aster Court",,,false
nynyma_rec0040_3_07547_5114�,"1939-1941",Brooklyn,7547,,"99","99",false,Aster Court,"99 Aster Court",,,false
nynyma_rec0040_3_07547_5118�,"1939-1941",Brooklyn,7547,,"103","103",false,Aster Court,"103 Aster Court",,,false
nynyma_rec0040_3_07547_5120�,"1939-1941",Brooklyn,7547,,"107","107",false,Aster Court,"107 Aster Court",,,false
nynyma_rec0040_3_07547_5128�,"1939-1941",Brooklyn,7547,,"113","113",false,Aster Court,"113 Aster Court",,,false
nynyma_rec0040_3_07547_0512�,"1939-1941",Brooklyn,7547,,"69","69",false,Gerristen Avenue,"69 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5134�,"1939-1941",Brooklyn,7547,,"119","119",false,Aster Court,"119 Aster Court",,,false
nynyma_rec0040_3_07547_5136�,"1939-1941",Brooklyn,7547,,"120","120",true,Bevy Court,"120 Bevy Court",,,false
nynyma_rec0040_3_07547_5150�,"1939-1941",Brooklyn,7547,,"106","106",true,Bevy Court,"106 Bevy Court",,,false
nynyma_rec0040_3_07547_5152�,"1939-1941",Brooklyn,7547,,"104","104",true,Bevy Court,"104 Bevy Court",,,false
nynyma_rec0040_3_07547_5154�,"1939-1941",Brooklyn,7547,,"102","102",true,Bevy Court,"102 Bevy Court",,,false
nynyma_rec0040_3_07547_5174�,"1939-1941",Brooklyn,7547,,"111","111",false,Bevy Court,"111 Bevy Court",,,false
nynyma_rec0040_3_07547_5194�,"1939-1941",Brooklyn,7547,,"110","110",true,Celest Court,"110 Celest Court",,,false
nynyma_rec0040_3_07547_5198�,"1939-1941",Brooklyn,7547,,"106","106",true,Celest Court,"106 Celest Court",,,false
nynyma_rec0040_3_07547_5200�,"1939-1941",Brooklyn,7547,,"104","104",true,Celest Court,"104 Celest Court",,,false
nynyma_rec0040_3_07547_5202�,"1939-1941",Brooklyn,7547,,"102","102",true,Celest Court,"102 Celest Court",,,false
nynyma_rec0040_3_07547_5206�,"1939-1941",Brooklyn,7547,,"98","98",true,Celest Court,"98 Celest Court",,,false
nynyma_rec0040_3_07547_5208�,"1939-1941",Brooklyn,7547,,"97","97",false,Celest Court,"97 Celest Court",,,false
nynyma_rec0040_3_07547_5264�,"1939-1941",Brooklyn,7547,,"105","105",false,Dictum Court,"105 Dictum Court",,,false
nynyma_rec0040_3_07547_6470�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_6480�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_0652�,"1939-1941",Brooklyn,7547,,"78","78",true,Canton Court,"78 Canton Court",,,false
nynyma_rec0040_3_07547_0654�,"1939-1941",Brooklyn,7547,,"80","80",true,Canton Court,"80 Canton Court",,,false
nynyma_rec0040_3_07547_0658�,"1939-1941",Brooklyn,7547,,"73","73",false,Canton Court,"73 Canton Court",,,false
nynyma_rec0040_3_07547_0660�,"1939-1941",Brooklyn,7547,,"71","71",false,Canton Court,"71 Canton Court",,,false
nynyma_rec0040_3_07547_0668�,"1939-1941",Brooklyn,7547,,"63","63",false,Canton Court,"63 Canton Court",,,false
nynyma_rec0040_3_07547_0670�,"1939-1941",Brooklyn,7547,,"61","61",false,Canton Court,"61 Canton Court",,,false
nynyma_rec0040_3_07547_0678�,"1939-1941",Brooklyn,7547,,"53","53",false,Canton Court,"53 Canton Court",,,false
nynyma_rec0040_3_07547_0680�,"1939-1941",Brooklyn,7547,,"53","53",false,Canton Court,"53 Canton Court",,,false
nynyma_rec0040_3_07547_0682�,"1939-1941",Brooklyn,7547,,"51","51",false,Seba Avenue,"51 Seba Avenue",,,false
nynyma_rec0040_3_07547_0684�,"1939-1941",Brooklyn,7547,,"52","52",true,Dare Court,"52 Dare Court",,,false
nynyma_rec0040_3_07547_0686�,"1939-1941",Brooklyn,7547,,"54","54",true,Dare Court,"54 Dare Court",,,false
nynyma_rec0040_3_07547_0688�,"1939-1941",Brooklyn,7547,,"56","56",true,Dare Court,"56 Dare Court",,,false
nynyma_rec0040_3_07547_0690�,"1939-1941",Brooklyn,7547,,"58","58",true,Dare Court,"58 Dare Court",,,false
nynyma_rec0040_3_07547_0694�,"1939-1941",Brooklyn,7547,,"62","62",true,Dare Court,"62 Dare Court",,,false
nynyma_rec0040_3_07547_6960�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_0696�,"1939-1941",Brooklyn,7547,,"64","64",true,Dare Court,"64 Dare Court",,,false
nynyma_rec0040_3_07547_0700�,"1939-1941",Brooklyn,7547,,"68","68",true,Dare Court,"68 Dare Court",,,false
nynyma_rec0040_3_07547_0704�,"1939-1941",Brooklyn,7547,,"72","72",true,Dare Court,"72 Dare Court",,,false
nynyma_rec0040_3_07547_0706�,"1939-1941",Brooklyn,7547,,"74","74",true,Dare Court,"74 Dare Court",,,false
nynyma_rec0040_3_07547_0708�,"1939-1941",Brooklyn,7547,,"73","73",false,Dare Court,"73 Dare Court",,,false
nynyma_rec0040_3_07547_0714�,"1939-1941",Brooklyn,7547,,"67","67",false,Dare Court,"67 Dare Court",,,false
nynyma_rec0040_3_07547_0716�,"1939-1941",Brooklyn,7547,,"65","65",false,Dare Court,"65 Dare Court",,,false
nynyma_rec0040_3_07547_0720�,"1939-1941",Brooklyn,7547,,"61","61",false,Dare Court,"61 Dare Court",,,false
nynyma_rec0040_3_07547_0722�,"1939-1941",Brooklyn,7547,,"59","59",false,Dare Court,"59 Dare Court",,,false
nynyma_rec0040_3_07547_0726�,"1939-1941",Brooklyn,7547,,"55","55",false,Dare Court,"55 Dare Court",,,false
nynyma_rec0040_3_07547_0728�,"1939-1941",Brooklyn,7547,,"54","54",true,Dare Court,"54 Dare Court",,,false
nynyma_rec0040_3_07547_0778�,"1939-1941",Brooklyn,7547,,"51","51",false,Eaton Court,"51 Eaton Court",,,false
nynyma_rec0040_3_07547_5130�,"1939-1941",Brooklyn,7547,,"115","115",false,Aster Court,"115 Aster Court",,,false
nynyma_rec0040_3_07547_5140�,"1939-1941",Brooklyn,7547,,"116","116",true,Bevy Court,"116 Bevy Court",,,false
nynyma_rec0040_3_07547_5142�,"1939-1941",Brooklyn,7547,,"114","114",true,Bevy Court,"114 Bevy Court",,,false
nynyma_rec0040_3_07547_5144�,"1939-1941",Brooklyn,7547,,"112","112",true,Bevy Court,"112 Bevy Court",,,false
nynyma_rec0040_3_07547_5146�,"1939-1941",Brooklyn,7547,,"110","110",true,Bevy Court,"110 Bevy Court",,,false
nynyma_rec0040_3_07547_5148�,"1939-1941",Brooklyn,7547,,"108","108",true,Bevy Court,"108 Bevy Court",,,false
nynyma_rec0040_3_07547_5156�,"1939-1941",Brooklyn,7547,,"100","100",true,Bevy Court,"100 Bevy Court",,,false
nynyma_rec0040_3_07547_5158�,"1939-1941",Brooklyn,7547,,"98","98",true,Bevy Court,"98 Bevy Court",,,false
nynyma_rec0040_3_07547_5160�,"1939-1941",Brooklyn,7547,,"97","97",false,Bevy Court,"97 Bevy Court",,,false
nynyma_rec0040_3_07547_5164�,"1939-1941",Brooklyn,7547,,"101","101",false,Bevy Court,"101 Bevy Court",,,false
nynyma_rec0040_3_07547_5168�,"1939-1941",Brooklyn,7547,,"105","105",false,Bevy Court,"105 Bevy Court",,,false
nynyma_rec0040_3_07547_5170�,"1939-1941",Brooklyn,7547,,"107","107",false,Bevy Court,"107 Bevy Court",,,false
nynyma_rec0040_3_07547_5172�,"1939-1941",Brooklyn,7547,,"109","109",false,Bevy Court,"109 Bevy Court",,,false
nynyma_rec0040_3_07547_5196�,"1939-1941",Brooklyn,7547,,"108","108",true,Celest Court,"108 Celest Court",,,false
nynyma_rec0040_3_07547_0520�,"1939-1941",Brooklyn,7547,,"63","63",false,Gerristen Avenue,"63 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5212�,"1939-1941",Brooklyn,7547,,"101","101",false,Celest Court,"101 Celest Court",,,false
nynyma_rec0040_3_07547_5214�,"1939-1941",Brooklyn,7547,,"103","103",false,Celest Court,"103 Celest Court",,,false
nynyma_rec0040_3_07547_5216�,"1939-1941",Brooklyn,7547,,"107","107",false,Celest Court,"107 Celest Court",,,false
nynyma_rec0040_3_07547_5220�,"1939-1941",Brooklyn,7547,,"109","109",false,Celest Court,"109 Celest Court",,,false
nynyma_rec0040_3_07547_5222�,"1939-1941",Brooklyn,7547,,"111","111",false,Celest Court,"111 Celest Court",,,false
nynyma_rec0040_3_07547_5224�,"1939-1941",Brooklyn,7547,,"113","113",false,Celest Court,"113 Celest Court",,,false
nynyma_rec0040_3_07547_5226�,"1939-1941",Brooklyn,7547,,"115","115",false,Celest Court,"115 Celest Court",,,false
nynyma_rec0040_3_07547_5228�,"1939-1941",Brooklyn,7547,,"119","119",false,Celest Court,"119 Celest Court",,,false
nynyma_rec0040_3_07547_0522�,"1939-1941",Brooklyn,7547,,"61","61",false,Gerristen Avenue,"61 Gerristen Avenue",,,false
nynyma_rec0040_3_07547_5232�,"1939-1941",Brooklyn,7547,,"118","118",true,Dictum Court,"118 Dictum Court",,,false
nynyma_rec0040_3_07547_5236�,"1939-1941",Brooklyn,7547,,"116","116",true,Dictum Court,"116 Dictum Court",,,false
nynyma_rec0040_3_07547_5238�,"1939-1941",Brooklyn,7547,,"114","114",true,Dictum Court,"114 Dictum Court",,,false
nynyma_rec0040_3_07547_5240�,"1939-1941",Brooklyn,7547,,"112","112",true,Dictum Court,"112 Dictum Court",,,false
nynyma_rec0040_3_07547_5242�,"1939-1941",Brooklyn,7547,,"110","110",true,Dictum Court,"110 Dictum Court",,,false
nynyma_rec0040_3_07547_5244�,"1939-1941",Brooklyn,7547,,"108","108",true,Dictum Court,"108 Dictum Court",,,false
nynyma_rec0040_3_07547_5246�,"1939-1941",Brooklyn,7547,,"106","106",true,Dictum Court,"106 Dictum Court",,,false
nynyma_rec0040_3_07547_5248�,"1939-1941",Brooklyn,7547,,"104","104",true,Dictum Court,"104 Dictum Court",,,false
nynyma_rec0040_3_07547_0524�,"1939-1941",Brooklyn,7547,,"59","59",false,Gerristen Avenue,"59 Gerristen Avenue",,,false
