"identifier","date","borough","block","lot","bldg_number_start","bldg_number_end","side_of_street","street_name","address","condition","coordinates","is_outtake"
nynyma_rec0040_3_07518_0025�,"1939-1941",Brooklyn,7518,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07518_0027�,"1939-1941",Brooklyn,7518,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0016�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0017�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0018�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0019�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0021�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0022�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0023�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0024�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0025�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0026�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0027�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0028�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0029�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0030�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0031�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0032�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0034�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0035�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0036�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0006�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0007�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0008�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07521_0009�,"1939-1941",Brooklyn,7521,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07524_0114�,"1939-1941",Brooklyn,7524,,,,,,,,,false
nynyma_rec0040_3_07524_0124�,"1939-1941",Brooklyn,7524,,,,,,,,,false
nynyma_rec0040_3_07524_0014�,"1939-1941",Brooklyn,7524,,"2216","2216",true,Stuart Street,"2216 Stuart Street",,,false
nynyma_rec0040_3_07524_0015�,"1939-1941",Brooklyn,7524,,"2218","2218",true,Stuart Street,"2218 Stuart Street",,,false
nynyma_rec0040_3_07524_0016�,"1939-1941",Brooklyn,7524,,"2222","2222",true,Stuart Street,"2222 Stuart Street",,,false
nynyma_rec0040_3_07524_0017�,"1939-1941",Brooklyn,7524,,"2226","2226",true,Stuart Street,"2226 Stuart Street",,,false
nynyma_rec0040_3_07524_0018�,"1939-1941",Brooklyn,7524,,"2228","2228",true,Stuart Street,"2228 Stuart Street",,,false
nynyma_rec0040_3_07524_0019�,"1939-1941",Brooklyn,7524,,"2230","2230",true,Stuart Street,"2230 Stuart Street",,,false
nynyma_rec0040_3_07524_0020�,"1939-1941",Brooklyn,7524,,"2232","2232",true,Stuart Street,"2232 Stuart Street",,,false
nynyma_rec0040_3_07524_0021�,"1939-1941",Brooklyn,7524,,"2234","2234",true,Stuart Street,"2234 Stuart Street",,,false
nynyma_rec0040_3_07524_0022�,"1939-1941",Brooklyn,7524,,"2236","2236",true,Stuart Street,"2236 Stuart Street",,,false
nynyma_rec0040_3_07524_0023�,"1939-1941",Brooklyn,7524,,"2238","2238",true,Stuart Street,"2238 Stuart Street",,,false
nynyma_rec0040_3_07524_0024�,"1939-1941",Brooklyn,7524,,"2240","2240",true,Stuart Street,"2240 Stuart Street",,,false
nynyma_rec0040_3_07524_0025�,"1939-1941",Brooklyn,7524,,"2244","2244",true,Stuart Street,"2244 Stuart Street",,,false
nynyma_rec0040_3_07524_0026�,"1939-1941",Brooklyn,7524,,"2246","2246",true,Stuart Street,"2246 Stuart Street",,,false
nynyma_rec0040_3_07524_0027�,"1939-1941",Brooklyn,7524,,"2248","2248",true,Stuart Street,"2248 Stuart Street",,,false
nynyma_rec0040_3_07524_0028�,"1939-1941",Brooklyn,7524,,"2250","2250",true,Stuart Street,"2250 Stuart Street",,,false
nynyma_rec0040_3_07524_0029�,"1939-1941",Brooklyn,7524,,"2252","2252",true,Stuart Street,"2252 Stuart Street",,,false
nynyma_rec0040_3_07524_0042�,"1939-1941",Brooklyn,7524,,,,,Avenue V,Avenue V,,,false
nynyma_rec0040_3_07524_0044�,"1939-1941",Brooklyn,7524,,,,,Avenue V,Avenue V,,,false
nynyma_rec0040_3_07530_0012�,"1939-1941",Brooklyn,7530,,"2316","2316",true,Stuart Street,"2316 Stuart Street",,,false
nynyma_rec0040_3_07530_0013�,"1939-1941",Brooklyn,7530,,"2318","2318",true,Stuart Street,"2318 Stuart Street",,,false
nynyma_rec0040_3_07530_0014�,"1939-1941",Brooklyn,7530,,"2320","2320",true,Stuart Street,"2320 Stuart Street",,,false
nynyma_rec0040_3_07530_0016�,"1939-1941",Brooklyn,7530,,"2324","2324",true,Stuart Street,"2324 Stuart Street",,,false
nynyma_rec0040_3_07530_0042�,"1939-1941",Brooklyn,7530,,,,,Gerritsen Avenue,Gerritsen Avenue,,,false
nynyma_rec0040_3_07531_0049�,"1939-1941",Brooklyn,7531,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07531_0004�,"1939-1941",Brooklyn,7531,,"3184","3184",true,Avenue V,"3184 Avenue V",,,false
nynyma_rec0040_3_07531_0056�,"1939-1941",Brooklyn,7531,,"2339","2339",false,Stuart Street,"2339 Stuart Street",,,false
nynyma_rec0040_3_07531_0060�,"1939-1941",Brooklyn,7531,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07534_0014�,"1939-1941",Brooklyn,7534,,"3139","3139",false,Avenue W,"3139 Avenue W",,,false
nynyma_rec0040_3_07534_0015�,"1939-1941",Brooklyn,7534,,"3137","3137",false,Avenue W,"3137 Avenue W",,,false
nynyma_rec0040_3_07534_0016�,"1939-1941",Brooklyn,7534,,"3135","3135",false,Avenue W,"3135 Avenue W",,,false
nynyma_rec0040_3_07534_0017�,"1939-1941",Brooklyn,7534,,"3133","3133",false,Avenue W,"3133 Avenue W",,,false
nynyma_rec0040_3_07534_0018�,"1939-1941",Brooklyn,7534,,"3131","3131",false,Avenue W,"3131 Avenue W",,,false
nynyma_rec0040_3_07534_0001�,"1939-1941",Brooklyn,7534,,"51","51",false,Knapp Street,"51 Knapp Street",,,false
nynyma_rec0040_3_07534_0002�,"1939-1941",Brooklyn,7534,,"55","55",false,Knapp Street,"55 Knapp Street",,,false
nynyma_rec0040_3_07534_0003�,"1939-1941",Brooklyn,7534,,"57","57",false,Knapp Street,"57 Knapp Street",,,false
nynyma_rec0040_3_07534_0004�,"1939-1941",Brooklyn,7534,,"59","59",false,Knapp Street,"59 Knapp Street",,,false
nynyma_rec0040_3_07535_0011�,"1939-1941",Brooklyn,7535,,"3143","3143",false,Avenue W,"3143 Avenue W",,,false
nynyma_rec0040_3_07535_0029�,"1939-1941",Brooklyn,7535,,"312","312",true,Whitney Street,"312 Whitney Street",,,false
nynyma_rec0040_3_07535_0004�,"1939-1941",Brooklyn,7535,,"3157","3157",false,Avenue W,"3157 Avenue W",,,false
nynyma_rec0040_3_07536_0011�,"1939-1941",Brooklyn,7536,,"43","43",false,Plumb 2 Street,"43 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0023�,"1939-1941",Brooklyn,7536,,"2410","2410",true,Gerritsen Avenue,"2410 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0044�,"1939-1941",Brooklyn,7536,,"2450","2450",true,Gerritsen Avenue,"2450 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0004�,"1939-1941",Brooklyn,7536,,"31","31",false,Plumb 2 Street,"31 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0052�,"1939-1941",Brooklyn,7536,,"3191","3191",false,Avenue W,"3191 Avenue W",,,false
nynyma_rec0040_3_07536_0054�,"1939-1941",Brooklyn,7536,,"3189","3189",false,Avenue W,"3189 Avenue W",,,false
nynyma_rec0040_3_07536_0055�,"1939-1941",Brooklyn,7536,,"3185","3185",false,Avenue W,"3185 Avenue W",,,false
nynyma_rec0040_3_07536_0056�,"1939-1941",Brooklyn,7536,,"3183","3183",false,Avenue W,"3183 Avenue W",,,false
nynyma_rec0040_3_07536_0057�,"1939-1941",Brooklyn,7536,,"3181","3181",false,Avenue W,"3181 Avenue W",,,false
nynyma_rec0040_3_07536_0058�,"1939-1941",Brooklyn,7536,,"3179","3179",false,Avenue W,"3179 Avenue W",,,false
nynyma_rec0040_3_07536_0059�,"1939-1941",Brooklyn,7536,,"3177","3177",false,Avenue W,"3177 Avenue W",,,false
nynyma_rec0040_3_07536_0005�,"1939-1941",Brooklyn,7536,,"33","33",false,Plumb 2 Street,"33 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0060�,"1939-1941",Brooklyn,7536,,"3175","3175",false,Avenue W,"3175 Avenue W",,,false
nynyma_rec0040_3_07536_0061�,"1939-1941",Brooklyn,7536,,"3171","3171",false,Avenue W,"3171 Avenue W",,,false
nynyma_rec0040_3_07536_0063�,"1939-1941",Brooklyn,7536,,"3167","3167",false,Avenue W,"3167 Avenue W",,,false
nynyma_rec0040_3_07536_0064�,"1939-1941",Brooklyn,7536,,"3165","3165",false,Avenue W,"3165 Avenue W",,,false
nynyma_rec0040_3_07524_0030�,"1939-1941",Brooklyn,7524,,"2254","2254",true,Stuart Street,"2254 Stuart Street",,,false
nynyma_rec0040_3_07524_0031�,"1939-1941",Brooklyn,7524,,"2256","2256",true,Stuart Street,"2256 Stuart Street",,,false
nynyma_rec0040_3_07524_0032�,"1939-1941",Brooklyn,7524,,"2258","2258",true,Stuart Street,"2258 Stuart Street",,,false
nynyma_rec0040_3_07524_0033�,"1939-1941",Brooklyn,7524,,"2260","2260",true,Stuart Street,"2260 Stuart Street",,,false
nynyma_rec0040_3_07524_0034�,"1939-1941",Brooklyn,7524,,"2262","2262",true,Stuart Street,"2262 Stuart Street",,,false
nynyma_rec0040_3_07524_0035�,"1939-1941",Brooklyn,7524,,"2264","2264",true,Stuart Street,"2264 Stuart Street",,,false
nynyma_rec0040_3_07524_0036�,"1939-1941",Brooklyn,7524,,"2266","2266",true,Stuart Street,"2266 Stuart Street",,,false
nynyma_rec0040_3_07524_0037�,"1939-1941",Brooklyn,7524,,"2268","2268",true,Stuart Street,"2268 Stuart Street",,,false
nynyma_rec0040_3_07524_0040�,"1939-1941",Brooklyn,7524,,,,,Avenue V,Avenue V,,,false
nynyma_rec0040_3_07524_0041�,"1939-1941",Brooklyn,7524,,,,,Avenue V,Avenue V,,,false
nynyma_rec0040_3_07524_0049�,"1939-1941",Brooklyn,7524,,,,,Avenue V,Avenue V,,,false
nynyma_rec0040_3_07527_0001�,"1939-1941",Brooklyn,7527,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07527_0038�,"1939-1941",Brooklyn,7527,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07527_0045�,"1939-1941",Brooklyn,7527,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07530_0015�,"1939-1941",Brooklyn,7530,,"2322","2322",true,Stuart Street,"2322 Stuart Street",,,false
nynyma_rec0040_3_07530_0065�,"1939-1941",Brooklyn,7530,,"200","200",true,Gerritsen Avenue,"200 Gerritsen Avenue",,,false
nynyma_rec0040_3_07531_0013�,"1939-1941",Brooklyn,7531,,,,,Burnett Street,Burnett Street,,,false
nynyma_rec0040_3_07531_0144�,"1939-1941",Brooklyn,7531,,,,,,,,,false
nynyma_rec0040_3_07531_0145�,"1939-1941",Brooklyn,7531,,,,,,,,,false
nynyma_rec0040_3_07531_0014�,"1939-1941",Brooklyn,7531,,,,,Burnett Street,Burnett Street,,,false
nynyma_rec0040_3_07531_0028�,"1939-1941",Brooklyn,7531,,"2356","2356",true,Burnett Street,"2356 Burnett Street",,,false
nynyma_rec0040_3_07531_0043�,"1939-1941",Brooklyn,7531,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07531_0044�,"1939-1941",Brooklyn,7531,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07531_0045�,"1939-1941",Brooklyn,7531,,,,,Stuart Street,Stuart Street,,,false
nynyma_rec0040_3_07534_0010�,"1939-1941",Brooklyn,7534,,"408","408",true,Whitney Street,"408 Whitney Street",,,false
nynyma_rec0040_3_07534_0011�,"1939-1941",Brooklyn,7534,,"404","404",true,Whitney Street,"404 Whitney Street",,,false
nynyma_rec0040_3_07534_0012�,"1939-1941",Brooklyn,7534,,"402","402",true,Whitney Street,"402 Whitney Street",,,false
nynyma_rec0040_3_07534_0019�,"1939-1941",Brooklyn,7534,,"3129","3129",false,Avenue W,"3129 Avenue W",,,false
nynyma_rec0040_3_07534_0006�,"1939-1941",Brooklyn,7534,,"416","416",true,Whitney Street,"416 Whitney Street",,,false
nynyma_rec0040_3_07534_0007�,"1939-1941",Brooklyn,7534,,"414","414",true,Whitney Street,"414 Whitney Street",,,false
nynyma_rec0040_3_07534_0008�,"1939-1941",Brooklyn,7534,,"412","412",true,Whitney Street,"412 Whitney Street",,,false
nynyma_rec0040_3_07534_0009�,"1939-1941",Brooklyn,7534,,"410","410",true,Whitney Street,"410 Whitney Street",,,false
nynyma_rec0040_3_07535_0010�,"1939-1941",Brooklyn,7535,,"3145","3145",false,Avenue W,"3145 Avenue W",,,false
nynyma_rec0040_3_07535_0012�,"1939-1941",Brooklyn,7535,,"3141","3141",false,Avenue W,"3141 Avenue W",,,false
nynyma_rec0040_3_07535_0014�,"1939-1941",Brooklyn,7535,,"35","35",false,"1 Street","35 1 Street",,,false
nynyma_rec0040_3_07535_0015�,"1939-1941",Brooklyn,7535,,"37","37",false,"1 Street","37 1 Street",,,false
nynyma_rec0040_3_07535_0016�,"1939-1941",Brooklyn,7535,,"43","43",false,"1 Street","43 1 Street",,,false
nynyma_rec0040_3_07535_0017�,"1939-1941",Brooklyn,7535,,"45","45",false,"1 Street","45 1 Street",,,false
nynyma_rec0040_3_07535_0018�,"1939-1941",Brooklyn,7535,,"47","47",false,"1 Street","47 1 Street",,,false
nynyma_rec0040_3_07535_0019�,"1939-1941",Brooklyn,7535,,"49","49",false,"1 Street","49 1 Street",,,false
nynyma_rec0040_3_07535_0001�,"1939-1941",Brooklyn,7535,,"3163","3163",false,Avenue W,"3163 Avenue W",,,false
nynyma_rec0040_3_07535_0020�,"1939-1941",Brooklyn,7535,,"330","330",true,Whitney Street,"330 Whitney Street",,,false
nynyma_rec0040_3_07535_0021�,"1939-1941",Brooklyn,7535,,"328","328",true,Whitney Street,"328 Whitney Street",,,false
nynyma_rec0040_3_07535_0022�,"1939-1941",Brooklyn,7535,,"326","326",true,Whitney Street,"326 Whitney Street",,,false
nynyma_rec0040_3_07535_0023�,"1939-1941",Brooklyn,7535,,"324","324",true,Whitney Street,"324 Whitney Street",,,false
nynyma_rec0040_3_07535_0024�,"1939-1941",Brooklyn,7535,,"322","322",true,Whitney Street,"322 Whitney Street",,,false
nynyma_rec0040_3_07535_0025�,"1939-1941",Brooklyn,7535,,"320","320",true,Whitney Street,"320 Whitney Street",,,false
nynyma_rec0040_3_07535_0026�,"1939-1941",Brooklyn,7535,,"318","318",true,Whitney Street,"318 Whitney Street",,,false
nynyma_rec0040_3_07535_0027�,"1939-1941",Brooklyn,7535,,"316","316",true,Whitney Street,"316 Whitney Street",,,false
nynyma_rec0040_3_07535_0028�,"1939-1941",Brooklyn,7535,,"314","314",true,Whitney Street,"314 Whitney Street",,,false
nynyma_rec0040_3_07535_0030�,"1939-1941",Brooklyn,7535,,"310","310",true,Whitney Street,"310 Whitney Street",,,false
nynyma_rec0040_3_07535_0031�,"1939-1941",Brooklyn,7535,,"308","308",true,Whitney Street,"308 Whitney Street",,,false
nynyma_rec0040_3_07535_0033�,"1939-1941",Brooklyn,7535,,"44","44",true,Plumb 2 Street,"44 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0035�,"1939-1941",Brooklyn,7535,,"42","42",true,Plumb 2 Street,"42 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0036�,"1939-1941",Brooklyn,7535,,"40","40",true,Plumb 2 Street,"40 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0037�,"1939-1941",Brooklyn,7535,,"38","38",true,Plumb 2 Street,"38 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0038�,"1939-1941",Brooklyn,7535,,"36","36",true,Plumb 2 Street,"36 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0039�,"1939-1941",Brooklyn,7535,,"34","34",true,Plumb 2 Street,"34 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0003�,"1939-1941",Brooklyn,7535,,"3161","3161",false,Avenue W,"3161 Avenue W",,,false
nynyma_rec0040_3_07535_0040�,"1939-1941",Brooklyn,7535,,"30","30",true,Plumb 2 Street,"30 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0041�,"1939-1941",Brooklyn,7535,,"28","28",true,Plumb 2 Street,"28 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0016�,"1939-1941",Brooklyn,7536,,"51","51",false,Plumb 2 Street,"51 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0019�,"1939-1941",Brooklyn,7536,,"2402","2402",true,Gerritsen Avenue,"2402 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0001�,"1939-1941",Brooklyn,7536,,"25","25",false,Plumb 2 Street,"25 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0020�,"1939-1941",Brooklyn,7536,,"2404","2404",true,Gerritsen Avenue,"2404 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0021�,"1939-1941",Brooklyn,7536,,"2406","2406",true,Gerritsen Avenue,"2406 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0024�,"1939-1941",Brooklyn,7536,,"2412","2412",true,Gerritsen Avenue,"2412 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0025�,"1939-1941",Brooklyn,7536,,"2414","2414",true,Gerritsen Avenue,"2414 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0002�,"1939-1941",Brooklyn,7536,,"27","27",false,Plumb 2 Street,"27 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0003�,"1939-1941",Brooklyn,7536,,"29","29",false,Plumb 2 Street,"29 Plumb 2 Street",,,false
nynyma_rec0040_3_07547_1000�,"1939-1941",Brooklyn,7547,1000.00,"48","48",true,Canton Court,"48 Canton Court",,,false
nynyma_rec0040_3_07547_1004�,"1939-1941",Brooklyn,7547,,"52","52",true,Canton Court,"52 Canton Court",,,false
nynyma_rec0040_3_07547_1008�,"1939-1941",Brooklyn,7547,1008.00,,,,,,,,false
nynyma_rec0040_3_07547_1010�,"1939-1941",Brooklyn,7547,,"47","47",false,Canton Court,"47 Canton Court",,,false
nynyma_rec0040_3_07547_1012�,"1939-1941",Brooklyn,7547,,"45","45",false,Canton Court,"45 Canton Court",,,false
nynyma_rec0040_3_07547_1014�,"1939-1941",Brooklyn,7547,,"43","43",false,Canton Court,"43 Canton Court",,,false
nynyma_rec0040_3_07547_1018�,"1939-1941",Brooklyn,7547,,"39","39",false,Canton Court,"39 Canton Court",,,false
nynyma_rec0040_3_07547_1022�,"1939-1941",Brooklyn,7547,,"35","35",false,Canton Court,"35 Canton Court",,,false
nynyma_rec0040_3_07547_1024�,"1939-1941",Brooklyn,7547,,"33","33",false,Canton Court,"33 Canton Court",,,false
nynyma_rec0040_3_07547_1030�,"1939-1941",Brooklyn,7547,,"27","27",false,Canton Court,"27 Canton Court",,,false
nynyma_rec0040_3_07547_1034�,"1939-1941",Brooklyn,7547,,"28","28",true,Dare Court,"28 Dare Court",,,false
nynyma_rec0040_3_07547_1052�,"1939-1941",Brooklyn,7547,,"46","46",true,Dare Court,"46 Dare Court",,,false
nynyma_rec0040_3_07547_1054�,"1939-1941",Brooklyn,7547,,"48","48",true,Dare Court,"48 Dare Court",,,false
nynyma_rec0040_3_07547_1086�,"1939-1941",Brooklyn,7547,1056.00,"47","47",false,Dare Court,"47 Dare Court",,,false
nynyma_rec0040_3_07547_1058�,"1939-1941",Brooklyn,7547,,"45","45",false,Dare Court,"45 Dare Court",,,false
nynyma_rec0040_3_07547_1060�,"1939-1941",Brooklyn,7547,,"43","43",false,Dare Court,"43 Dare Court",,,false
nynyma_rec0040_3_07547_1062�,"1939-1941",Brooklyn,7547,,"41","41",false,Dare Court,"41 Dare Court",,,false
nynyma_rec0040_3_07547_1066�,"1939-1941",Brooklyn,7547,,"37","37",false,Dare Court,"37 Dare Court",,,false
nynyma_rec0040_3_07547_1068�,"1939-1941",Brooklyn,7547,,"35","35",false,Dare Court,"35 Dare Court",,,false
nynyma_rec0040_3_07547_1072�,"1939-1941",Brooklyn,7547,,"33","33",false,Dare Court,"33 Dare Court",,,false
nynyma_rec0040_3_07547_1074�,"1939-1941",Brooklyn,7547,,"29","29",false,Dare Court,"29 Dare Court",,,false
nynyma_rec0040_3_07547_1076�,"1939-1941",Brooklyn,7547,,"27","27",false,Dare Court,"27 Dare Court",,,false
nynyma_rec0040_3_07547_1090�,"1939-1941",Brooklyn,7547,,"34","34",true,Eaton Court,"34 Eaton Court",,,false
nynyma_rec0040_3_07547_1094�,"1939-1941",Brooklyn,7547,,"38","38",true,Eaton Court,"38 Eaton Court",,,false
nynyma_rec0040_3_07547_1098�,"1939-1941",Brooklyn,7547,,"42","42",true,Eaton Court,"42 Eaton Court",,,false
nynyma_rec0040_3_07547_1104�,"1939-1941",Brooklyn,7547,,"43","43",false,Eaton Court,"43 Eaton Court",,,false
nynyma_rec0040_3_07547_1106�,"1939-1941",Brooklyn,7547,,"41","41",false,Eaton Court,"41 Eaton Court",,,false
nynyma_rec0040_3_07547_1110�,"1939-1941",Brooklyn,7547,,"37","37",false,Eaton Court,"37 Eaton Court",,,false
nynyma_rec0040_3_07547_1114�,"1939-1941",Brooklyn,7547,,"33","33",false,Eaton Court,"33 Eaton Court",,,false
nynyma_rec0040_3_07547_1116�,"1939-1941",Brooklyn,7547,,"31","31",false,Eaton Court,"31 Eaton Court",,,false
nynyma_rec0040_3_07547_1122�,"1939-1941",Brooklyn,7547,,"25","25",false,Eaton Court,"25 Eaton Court",,,false
nynyma_rec0040_3_07547_1132�,"1939-1941",Brooklyn,7547,,"24","24",true,Frank Court,"24 Frank Court",,,false
nynyma_rec0040_3_07547_1134�,"1939-1941",Brooklyn,7547,,"26","26",true,Frank Court,"26 Frank Court",,,false
nynyma_rec0040_3_07547_1140�,"1939-1941",Brooklyn,7547,,"32","32",true,Frank Court,"32 Frank Court",,,false
nynyma_rec0040_3_07547_1148�,"1939-1941",Brooklyn,7547,,"40","40",true,Frank Court,"40 Frank Court",,,false
nynyma_rec0040_3_07547_1154�,"1939-1941",Brooklyn,7547,,"39","39",false,Frank Court,"39 Frank Court",,,false
nynyma_rec0040_3_07547_1156�,"1939-1941",Brooklyn,7547,,"37","37",false,Frank Court,"37 Frank Court",,,false
nynyma_rec0040_3_07547_1160�,"1939-1941",Brooklyn,7547,,"33","33",false,Frank Court,"33 Frank Court",,,false
nynyma_rec0040_3_07547_1164�,"1939-1941",Brooklyn,7547,,"31","31",false,Frank Court,"31 Frank Court",,,false
nynyma_rec0040_3_07547_1166�,"1939-1941",Brooklyn,7547,,"29","29",false,Frank Court,"29 Frank Court",,,false
nynyma_rec0040_3_07547_1168�,"1939-1941",Brooklyn,7547,,"27","27",false,Frank Court,"27 Frank Court",,,false
nynyma_rec0040_3_07547_1170�,"1939-1941",Brooklyn,7547,,"25","25",false,Frank Court,"25 Frank Court",,,false
nynyma_rec0040_3_07547_1174�,"1939-1941",Brooklyn,7547,,"13","13",false,Lois Avenue,"13 Lois Avenue",,,false
nynyma_rec0040_3_07547_1176�,"1939-1941",Brooklyn,7547,,"11","11",false,Lois Avenue,"11 Lois Avenue",,,false
nynyma_rec0040_3_07547_1178�,"1939-1941",Brooklyn,7547,,"20","20",true,Noel Avenue,"20 Noel Avenue",,,false
nynyma_rec0040_3_07547_1180�,"1939-1941",Brooklyn,7547,,"22","22",true,Noel Avenue,"22 Noel Avenue",,,false
nynyma_rec0040_3_07547_1190�,"1939-1941",Brooklyn,7547,,"32","32",true,Noel Avenue,"32 Noel Avenue",,,false
nynyma_rec0040_3_07547_1216�,"1939-1941",Brooklyn,7547,,"28","28",true,Cyrus Avenue,"28 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_1222�,"1939-1941",Brooklyn,7547,,"34","34",true,Cyrus Avenue,"34 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_1224�,"1939-1941",Brooklyn,7547,,"36","36",true,Cyrus Avenue,"36 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_1230�,"1939-1941",Brooklyn,7547,,"35","35",false,Keen Court,"35 Keen Court",,,false
nynyma_rec0040_3_07547_1236�,"1939-1941",Brooklyn,7547,,"29","29",false,Keen Court,"29 Keen Court",,,false
nynyma_rec0040_3_07547_1238�,"1939-1941",Brooklyn,7547,,"27","27",false,Keen Court,"27 Keen Court",,,false
nynyma_rec0040_3_07535_0042�,"1939-1941",Brooklyn,7535,,"26","26",true,Plumb 2 Street,"26 Plumb 2 Street",,,false
nynyma_rec0040_3_07535_0006�,"1939-1941",Brooklyn,7535,,"3155","3155",false,Avenue W,"3155 Avenue W",,,false
nynyma_rec0040_3_07535_0007�,"1939-1941",Brooklyn,7535,,"3153","3153",false,Avenue W,"3153 Avenue W",,,false
nynyma_rec0040_3_07535_0008�,"1939-1941",Brooklyn,7535,,"3151","3151",false,Avenue W,"3151 Avenue W",,,false
nynyma_rec0040_3_07535_0009�,"1939-1941",Brooklyn,7535,,"3147","3147",false,Avenue W,"3147 Avenue W",,,false
nynyma_rec0040_3_07536_0012�,"1939-1941",Brooklyn,7536,,"45","45",false,Plumb 2 Street,"45 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0013�,"1939-1941",Brooklyn,7536,,"47","47",false,Plumb 2 Street,"47 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0015�,"1939-1941",Brooklyn,7536,,"49","49",false,Plumb 2 Street,"49 Plumb 2 Street",,,false
nynyma_rec0040_3_07536_0022�,"1939-1941",Brooklyn,7536,,"2408","2408",true,Gerritsen Avenue,"2408 Gerritsen Avenue",,,false
nynyma_rec0040_3_07536_0062�,"1939-1941",Brooklyn,7536,,"3169","3169",false,Avenue W,"3169 Avenue W",,,false
nynyma_rec0040_3_07536_0006�,"1939-1941",Brooklyn,7536,,"35","35",false,Plumb 2 Street,"35 Plumb 2 Street",,,false
